"intensity","laser_id","azimuth","distance_m","adjustedtime","timestamp","vertical_angle","Points_m_XYZ:0","Points_m_XYZ:1","Points_m_XYZ:2"
64,14,7540,5.052,6379367262,2779367262,-1,4.888122081756592,1.273260474205017,-0.08816955983638763
49,15,7541,5.232,6379367264,2779367264,15,4.890757083892822,1.273035407066345,1.354141235351563
9,0,7547,4.94,6379367285,2779367285,-15,4.619058132171631,1.197150349617004,-1.278566122055054
46,1,7548,5.028,6379367287,2779367287,1,4.866665363311768,1.260417819023132,0.08775070309638977
51,2,7549,5.164,6379367289,2779367289,-13,4.871157169342041,1.260673999786377,-1.161647200584412
64,3,7550,5.052,6379367291,2779367291,3,4.884378910064697,1.26318621635437,0.2644012570381165
60,4,7550,5.14,6379367294,2779367294,-11,4.88485050201416,1.26330828666687,-0.9807582497596741
69,5,7551,5.058,6379367296,2779367296,5,4.878476619720459,1.260751485824585,0.4408337473869324
52,6,7552,5.084000000000001,6379367298,2779367298,-9,4.861902236938477,1.255563020706177,-0.7953128218650818
52,7,7553,5.062,6379367301,2779367301,7,4.86489200592041,1.255429267883301,0.6169025897979736
46,8,7554,5.074,6379367303,2779367303,-7,4.876644134521484,1.257554292678833,-0.6183650493621826
53,9,7554,5.098,6379367305,2779367305,9,4.875730037689209,1.257318615913391,0.797502875328064
81,10,7555,5.062,6379367308,2779367308,-5,4.883214473724365,1.258339762687683,-0.4411823749542236
52,11,7556,5.144,6379367310,2779367310,11,4.889973163604736,1.259171366691589,0.9815214872360229
58,12,7557,5.042,6379367312,2779367312,-3,4.876247406005859,1.254729390144348,-0.2638778984546661
51,13,7558,5.184,6379367315,2779367315,13,4.89200496673584,1.257873773574829,1.166146278381348
68,14,7559,5.054,6379367317,2779367317,-1,4.894254207611084,1.257541537284851,-0.08820446580648422
51,15,7559,5.234,6379367319,2779367319,15,4.896603584289551,1.258145093917847,1.354658842086792
9,0,7567,4.936,6379367340,2779367340,-15,4.619465351104736,1.180063247680664,-1.277530789375305
49,1,7568,5.034,6379367342,2779367342,1,4.876848220825195,1.244906067848206,0.08785541355609894
49,2,7569,5.158,6379367344,2779367344,-13,4.869863510131836,1.242217779159546,-1.160297513008118
63,3,7570,5.034,6379367347,2779367347,3,4.871339797973633,1.241688966751099,0.2634592056274414
55,4,7570,5.126,6379367349,2779367349,-11,4.875913619995117,1.242854833602905,-0.9780868887901306
69,5,7571,5.062,6379367351,2779367351,5,4.886709213256836,1.244698286056519,0.4411823749542236
52,6,7572,5.088,6379367354,2779367354,-9,4.870084285736084,1.239558577537537,-0.7959385514259338
52,7,7573,5.066,6379367356,2779367356,7,4.873092174530029,1.239418625831604,0.6173900961875916
44,8,7574,5.068000000000001,6379367358,2779367358,-7,4.875232219696045,1.239057064056396,-0.6176338195800781
53,9,7575,5.086,6379367361,2779367361,9,4.868817806243896,1.236522197723389,0.7956256866455078
81,10,7575,5.062,6379367363,2779367363,-5,4.887577056884766,1.241286516189575,-0.4411823749542236
55,11,7576,5.144,6379367365,2779367365,11,4.894339084625244,1.242094397544861,0.9815214872360229
57,12,7577,5.04,6379367367,2779367367,-3,4.878661155700684,1.237209439277649,-0.2637732326984406
51,13,7578,5.176,6379367370,2779367370,13,4.888809680938721,1.238875031471252,1.164346694946289
68,14,7579,5.038,6379367372,2779367372,-1,4.883106231689453,1.236522674560547,-0.08792522549629211
49,15,7580,5.228,6379367374,2779367374,15,4.89556360244751,1.238767981529236,1.353106021881104
9,0,7588,4.936,6379367395,2779367395,-15,4.623759746551514,1.163124084472656,-1.277530789375305
48,1,7589,5.032,6379367397,2779367397,1,4.879438877105713,1.226535677909851,0.08782050758600235
47,2,7590,5.148,6379367400,2779367400,-13,4.864933490753174,1.221986770629883,-1.158048033714294
64,3,7591,5.036,6379367402,2779367402,3,4.877795696258545,1.224312543869019,0.263563871383667
53,4,7591,5.112,6379367404,2779367404,-11,4.867106914520264,1.221629738807678,-0.9754155874252319
69,5,7592,5.038,6379367407,2779367407,5,4.868048191070557,1.220962882041931,0.4390906393527985
52,6,7593,5.084000000000001,6379367409,2779367409,-9,4.870762348175049,1.220740079879761,-0.7953128218650818
52,7,7594,5.062,6379367411,2779367411,7,4.873750686645508,1.220584988594055,0.6169025897979736
46,8,7595,5.062,6379367414,2779367414,-7,4.873963832855225,1.21973443031311,-0.6169025897979736
53,9,7595,5.074,6379367416,2779367416,9,4.861607074737549,1.216642022132874,0.7937484979629517
81,10,7596,5.046,6379367418,2779367418,-5,4.876630783081055,1.219497442245483,-0.4397878646850586
55,11,7597,5.14,6379367420,2779367420,11,4.895049095153809,1.223195552825928,0.9807582497596741
57,12,7598,5.04,6379367423,2779367423,-3,4.883162975311279,1.219319939613342,-0.2637732326984406
50,13,7599,5.164,6379367425,2779367425,13,4.881973266601563,1.218117713928223,1.161647200584412
72,14,7600,5.036,6379367427,2779367427,-1,4.885664939880371,1.218133091926575,-0.08789031952619553
51,15,7600,5.21,6379367430,2779367430,15,4.882987499237061,1.21746551990509,1.348447203636169
9,0,7608,4.916,6379367450,2779367450,-15,4.609040260314941,1.142329692840576,-1.272354483604431
46,1,7609,5.016,6379367453,2779367453,1,4.868162155151367,1.205649971961975,0.08754126727581024
50,2,7610,5.162,6379367455,2779367455,-13,4.882411003112793,1.208274602890015,-1.161197304725647
64,3,7611,5.028,6379367457,2779367457,3,4.874283790588379,1.205360531806946,0.2631451785564423
53,4,7611,5.108000000000001,6379367460,2779367460,-11,4.86752986907959,1.20369029045105,-0.9746523499488831
69,5,7612,5.03,6379367462,2779367462,5,4.864543437957764,1.202050924301147,0.4383933842182159
53,6,7613,5.076000000000001,6379367464,2779367464,-9,4.86732292175293,1.201836347579956,-0.7940613627433777
50,7,7614,5.056,6379367467,2779367467,7,4.872200012207031,1.202138423919678,0.6161714196205139
45,8,7615,5.056,6379367469,2779367469,-7,4.872409820556641,1.201288104057312,-0.6161714196205139
54,9,7616,5.064,6379367471,2779367471,9,4.856443405151367,1.196452498435974,0.7921841144561768
81,10,7616,5.03,6379367473,2779367473,-5,4.865381717681885,1.198654532432556,-0.4383933842182159
53,11,7617,5.132,6379367476,2779367476,11,4.891663551330566,1.204223990440369,0.9792317748069763
57,12,7618,5.036,6379367478,2779367478,-3,4.883510589599609,1.201312899589539,-0.263563871383667
51,13,7619,5.164,6379367480,2779367480,13,4.886195182800293,1.201068997383118,1.161647200584412
72,14,7620,5.024,6379367483,2779367483,-1,4.878235340118408,1.198209524154663,-0.08768089115619659
52,15,7621,5.176,6379367485,2779367485,15,4.855522155761719,1.191732048988342,1.33964741230011
9,0,7627,4.924,6379367506,2779367506,-15,4.620309829711914,1.128873348236084,-1.274425029754639
48,1,7628,5.008,6379367508,2779367508,1,4.864362716674805,1.187602877616882,0.08740165084600449
50,2,7629,5.146,6379367510,2779367510,-13,4.871245384216309,1.188382387161255,-1.15759813785553
64,3,7630,5.036,6379367513,2779367513,3,4.886015892028809,1.191082358360291,0.263563871383667
52,4,7630,5.104,6379367515,2779367515,-11,4.867679595947266,1.186612486839294,-0.9738891124725342
71,5,7631,5.024,6379367517,2779367517,5,4.862695693969727,1.184498310089111,0.4378704428672791
53,6,7632,5.064,6379367520,2779367520,-9,4.859765529632568,1.182886123657227,-0.7921841144561768
49,7,7633,5.038,6379367522,2779367522,7,4.858799934387207,1.181752800941467,0.6139777302742004
44,8,7634,5.056,6379367524,2779367524,-7,4.87636661529541,1.185123920440674,-0.6161714196205139
54,9,7634,5.064,6379367526,2779367526,9,4.860177993774414,1.181189656257629,0.7921841144561768
87,10,7635,5.038,6379367529,2779367529,-5,4.877074241638184,1.184394478797913,-0.4390906393527985
55,11,7636,5.12,6379367531,2779367531,11,4.884182929992676,1.185218214988708,0.9769420623779297
58,12,7637,5.026,6379367533,2779367533,-3,4.877762317657471,1.182758808135986,-0.2630405128002167
51,13,7638,5.168,6379367536,2779367536,13,4.893939018249512,1.185776948928833,1.162546992301941
68,14,7639,5.026,6379367538,2779367538,-1,4.884125709533691,1.182496666908264,-0.08771579712629318
52,15,7639,5.184,6379367540,2779367540,15,4.866752624511719,1.178290486335754,1.341717958450317
9,0,7647,4.936,6379367561,2779367561,-15,4.635491371154785,1.115450382232666,-1.277530789375305
48,1,7648,5.004,6379367563,2779367563,1,4.864590167999268,1.169680833816528,0.08733183890581131
48,2,7649,5.134,6379367566,2779367566,-13,4.86399507522583,1.168639779090881,-1.154898762702942
64,3,7650,5.02,6379367568,2779367568,3,4.874607563018799,1.170289635658264,0.2627264857292175
52,4,7650,5.104,6379367570,2779367570,-11,4.871792316436768,1.169613838195801,-0.9738891124725342
71,5,7651,5.028,6379367573,2779367573,5,4.870675563812256,1.168446660041809,0.4382190704345703
53,6,7652,5.056,6379367575,2779367575,-9,4.856181144714355,1.16407322883606,-0.7909326553344727
51,7,7653,5.026,6379367577,2779367577,7,4.851312160491943,1.162010788917542,0.6125153303146362
44,8,7654,5.04,6379367579,2779367579,-7,4.865028858184814,1.164398550987244,-0.6142215132713318
53,9,7655,5.062,6379367582,2779367582,9,4.862553596496582,1.162908792495728,0.7918712496757507
81,10,7655,5.038,6379367584,2779367584,-5,4.881178855895996,1.167363166809082,-0.4390906393527985
55,11,7656,5.108000000000001,6379367586,2779367586,11,4.876833438873291,1.165424108505249,0.9746523499488831
58,12,7657,5.014,6379367589,2779367589,-3,4.870205402374268,1.162941694259644,-0.2624124884605408
51,13,7658,5.152,6379367591,2779367591,13,4.882884502410889,1.165068507194519,1.158947825431824
66,14,7659,5.026,6379367593,2779367593,-1,4.888223648071289,1.165440678596497,-0.08771579712629318
50,15,7660,5.18,6379367596,2779367596,15,4.867280006408691,1.159549713134766,1.340682625770569
9,0,7667,4.94,6379367616,2779367616,-15,4.643116474151611,1.100153565406799,-1.278566122055054
46,1,7668,5.004,6379367619,2779367619,1,4.868643283843994,1.152693152427673,0.08733183890581131
48,2,7669,5.13,6379367621,2779367621,-13,4.864251613616943,1.1507568359375,-1.153998851776123
66,3,7670,5.004,6379367623,2779367623,3,4.863113403320313,1.149591207504272,0.2618891298770905
53,4,7670,5.088,6379367626,2779367626,-11,4.860560417175293,1.148987770080566,-0.9708361625671387
73,5,7671,5.03,6379367628,2779367628,5,4.876663684844971,1.151895761489868,0.4383933842182159
53,6,7672,5.064,6379367630,2779367630,-9,4.867905139923096,1.148929953575134,-0.7921841144561768
50,7,7673,5.028,6379367632,2779367632,7,4.857271194458008,1.145525217056274,0.6127590537071228
45,8,7674,5.028,6379367635,2779367635,-7,4.857470989227295,1.144677400588989,-0.6127590537071228
51,9,7674,5.052,6379367637,2779367637,9,4.856769561767578,1.144512176513672,0.7903069257736206
85,10,7675,5.032,6379367639,2779367639,-5,4.879405975341797,1.148947596549988,-0.4385676980018616
56,11,7676,5.108000000000001,6379367642,2779367642,11,4.880871772766113,1.148393630981445,0.9746523499488831
61,12,7677,5.012,6379367644,2779367644,-3,4.872291088104248,1.145477294921875,-0.2623078227043152
52,13,7678,5.136,6379367646,2779367646,13,4.871744632720947,1.14445161819458,1.155348658561707
66,14,7679,5.002,6379367649,2779367649,-1,4.868900775909424,1.142886877059937,-0.08729694038629532
50,15,7679,5.184,6379367651,2779367651,15,4.874859809875488,1.144285678863525,1.341717958450317
9,0,7687,4.928,6379367672,2779367672,-15,4.635640621185303,1.081306338310242,-1.275460243225098
48,1,7688,5.004,6379367674,2779367674,1,4.872637271881104,1.135691285133362,0.08733183890581131
48,2,7689,5.126,6379367676,2779367676,-13,4.864443302154541,1.132886409759521,-1.153099060058594
63,3,7690,5.002,6379367679,2779367679,3,4.865150928497314,1.132156133651733,0.2617844641208649
47,4,7690,5.08,6379367681,2779367681,-11,4.856893062591553,1.130234360694885,-0.9693096876144409
74,5,7691,5.018,6379367683,2779367683,5,4.869010925292969,1.132158517837524,0.4373475313186646
52,6,7692,5.06,6379367685,2779367685,-9,4.868037700653076,1.131036758422852,-0.7915583848953247
49,7,7693,5.032,6379367688,2779367688,7,4.865107536315918,1.12946093082428,0.6132465600967407
45,8,7694,5.028,6379367690,2779367690,-7,4.86143684387207,1.12771475315094,-0.6127590537071228
51,9,7694,5.04,6379367692,2779367692,9,4.849189281463623,1.124873638153076,0.7884296774864197
85,10,7695,5.02,6379367695,2779367695,-5,4.87174129486084,1.129208922386169,-0.4375218152999878
57,11,7696,5.11,6379367697,2779367697,11,4.886763095855713,1.131792187690735,0.9750339388847351
53,12,7697,4.998,6379367699,2779367699,-3,4.8626389503479,1.125310778617859,-0.2615751028060913
51,13,7698,5.14,6379367702,2779367702,13,4.879507064819336,1.12831723690033,1.156248450279236
63,14,7699,4.99,6379367704,2779367704,-1,4.861170291900635,1.123183250427246,-0.08708750456571579
49,15,7699,5.158,6379367706,2779367706,15,4.854355335235596,1.12160861492157,1.334988594055176
9,0,7706,4.92,6379367727,2779367727,-15,4.631669521331787,1.064197540283203,-1.27338969707489
54,1,7707,4.988,6379367729,2779367729,1,4.860784530639648,1.115947246551514,0.0870526060461998
48,2,7708,5.126,6379367732,2779367732,-13,4.868173122406006,1.116749048233032,-1.153099060058594
63,3,7709,5.002,6379367734,2779367734,3,4.868878841400146,1.116016507148743,0.2617844641208649
53,4,7709,5.076000000000001,6379367736,2779367736,-11,4.856786727905273,1.113244891166687,-0.968546450138092
69,5,7710,4.998,6379367738,2779367738,5,4.853317737579346,1.111558079719543,0.4356043934822083
37,6,7711,5.044,6379367741,2779367741,-9,4.856356620788574,1.111362218856812,-0.7890554666519165
50,7,7712,5.022,6379367743,2779367743,7,4.859150409698486,1.111109018325806,0.6120278239250183
46,8,7713,5.022,6379367745,2779367745,-7,4.859344482421875,1.110260963439941,-0.6120278239250183
51,9,7714,5.04,6379367748,2779367748,9,4.853086471557617,1.107939958572388,0.7884296774864197
85,10,7714,5.008,6379367750,2779367750,-5,4.863804340362549,1.110386848449707,-0.4364759624004364
57,11,7715,5.102,6379367752,2779367752,11,4.882833003997803,1.113834381103516,0.9735075235366821
61,12,7716,5.012,6379367755,2779367755,-3,4.879975318908691,1.112286448478699,-0.2623078227043152
51,13,7717,5.132,6379367757,2779367757,13,4.875621795654297,1.110399007797241,1.154448866844177
67,14,7718,4.996,6379367759,2779367759,-1,4.870717525482178,1.10838794708252,-0.08719222247600555
49,15,7718,5.15,6379367761,2779367761,15,4.850512981414795,1.103790163993835,1.332918047904968
9,0,7726,4.932,6379367782,2779367782,-15,4.646661758422852,1.05057966709137,-1.276495575904846
55,1,7727,4.982,6379367785,2779367785,1,4.858798980712891,1.097651243209839,0.08694788813591003
47,2,7728,5.108000000000001,6379367787,2779367787,-13,4.854933261871338,1.095887422561646,-1.149049997329712
63,3,7729,4.998,6379367789,2779367789,3,4.868847846984863,1.098135232925415,0.2615751028060913
50,4,7729,5.078,6379367791,2779367791,-11,4.862558364868164,1.096716642379761,-0.9689280986785889
69,5,7730,4.998,6379367794,2779367794,5,4.857168197631836,1.094610095024109,0.4356043934822083
34,6,7731,5.032,6379367796,2779367796,-9,4.848643779754639,1.091799855232239,-0.7871782183647156
50,7,7732,5.012,6379367798,2779367798,7,4.853315830230713,1.091961979866028,0.6108091473579407
46,8,7733,5.03,6379367801,2779367801,-7,4.870937347412109,1.095033526420593,-0.6130027770996094
52,9,7734,5.038,6379367803,2779367803,9,4.854997158050537,1.090559840202332,0.7881168127059937
87,10,7734,5.01,6379367805,2779367805,-5,4.869594573974609,1.093838810920715,-0.436650276184082
57,11,7735,5.082,6379367808,2779367808,11,4.867535591125488,1.092483878135681,0.9696913361549377
55,12,7736,4.982,6379367810,2779367810,-3,4.854595184326172,1.088689684867859,-0.2607377469539642
52,13,7737,5.132,6379367812,2779367812,13,4.879467964172363,1.09337317943573,1.154448866844177
67,14,7738,4.992,6379367814,2779367814,-1,4.870654106140137,1.090505480766296,-0.08712241053581238
49,15,7739,5.142,6379367817,2779367817,15,4.84698486328125,1.084317803382874,1.330847501754761
9,0,7746,4.928,6379367838,2779367838,-15,4.646529197692871,1.033514499664307,-1.275460243225098
55,1,7747,4.982,6379367840,2779367840,1,4.862600803375244,1.080684185028076,0.08694788813591003
48,2,7748,5.098,6379367842,2779367842,-13,4.849217414855957,1.076821565628052,-1.146800518035889
66,3,7749,4.988,6379367844,2779367844,3,4.862902164459229,1.078969955444336,0.261051744222641
50,4,7749,5.07,6379367847,2779367847,-11,4.858690738677979,1.078035473823547,-0.9674016237258911
69,5,7750,4.998,6379367849,2779367849,5,4.860959529876709,1.077648758888245,0.4356043934822083
33,6,7751,5.044,6379367851,2779367851,-9,4.863996982574463,1.077431559562683,-0.7890554666519165
51,7,7752,5.002,6379367854,2779367854,7,4.84740686416626,1.072869181632996,0.609590470790863
46,8,7753,5.014,6379367856,2779367856,-7,4.85922384262085,1.074594974517822,-0.6110528707504272
51,9,7754,5.036,6379367858,2779367858,9,4.856845378875732,1.073179841041565,0.7878039479255676
81,10,7754,5.002,6379367861,2779367861,-5,4.865601539611816,1.075114607810974,-0.4359530210494995
57,11,7755,5.082,6379367863,2779367863,11,4.87131929397583,1.075486421585083,0.9696913361549377
58,12,7756,4.986,6379367865,2779367865,-3,4.862266540527344,1.072597742080688,-0.2609470784664154
54,13,7757,5.116000000000001,6379367867,2779367867,13,4.868030071258545,1.072978258132935,1.150849580764771
69,14,7758,4.992,6379367870,2779367870,-1,4.874431133270264,1.07349705696106,-0.08712241053581238
49,15,7758,5.138,6379367872,2779367872,15,4.846780776977539,1.067407608032227,1.329812288284302
9,0,7766,4.934,6379367893,2779367893,-15,4.655770301818848,1.018527388572693,-1.277013182640076
55,1,7767,4.978,6379367895,2779367895,1,4.862436294555664,1.062849879264832,0.08687807619571686
48,2,7768,5.098,6379367897,2779367897,-13,4.852946281433105,1.059888124465942,-1.146800518035889
66,3,7769,4.98,6379367900,2779367900,3,4.858833789825439,1.060285449028015,0.2606330513954163
52,4,7769,5.064,6379367902,2779367902,-11,4.856669425964355,1.059813261032104,-0.9662567377090454
69,5,7770,4.998,6379367904,2779367904,5,4.864691257476807,1.06067430973053,0.4356043934822083
38,6,7771,5.032,6379367907,2779367907,-9,4.856147766113281,1.057923674583435,-0.7871782183647156
51,7,7772,5.006,6379367909,2779367909,7,4.855001926422119,1.056786417961121,0.6100779175758362
46,8,7773,5.006,6379367911,2779367911,-7,4.855186462402344,1.055939078330994,-0.6100779175758362
50,9,7774,5.02,6379367914,2779367914,9,4.845118999481201,1.052864074707031,0.7853010296821594
87,10,7774,5.002,6379367916,2779367916,-5,4.869324684143066,1.05812394618988,-0.4359530210494995
57,11,7775,5.082,6379367918,2779367918,11,4.875043869018555,1.058475732803345,0.9696913361549377
58,12,7776,4.982,6379367920,2779367920,-3,4.862077236175537,1.054771900177002,-0.2607377469539642
54,13,7777,5.112,6379367923,2779367923,13,4.867937088012695,1.055153489112854,1.149949789047241
67,14,7778,4.984,6379367925,2779367925,-1,4.870330810546875,1.054782509803772,-0.08698279410600662
48,15,7778,5.15,6379367927,2779367927,15,4.86180591583252,1.052936196327209,1.332918047904968
9,0,7786,4.922,6379367949,2779367949,-15,4.647964954376221,0.9998319149017334,-1.27390730381012
56,1,7787,4.97,6379367951,2779367951,1,4.858296394348145,1.04418957233429,0.0867384597659111
48,2,7788,5.086,6379367954,2779367954,-13,4.845184803009033,1.040486812591553,-1.144101023674011
63,3,7788,4.974,6379367956,2779367956,3,4.856464862823486,1.042909145355225,0.2603190541267395
52,4,7789,5.052,6379367958,2779367958,-11,4.848822116851807,1.040382623672485,-0.9639670252799988
69,5,7790,4.986,6379367961,2779367961,5,4.856675624847412,1.041180968284607,0.4345585405826569
50,6,7791,5.03,6379367963,2779367963,-9,4.857879638671875,1.040552377700806,-0.7868653535842896
58,7,7792,4.998,6379367965,2779367965,7,4.850896835327148,1.038171172142029,0.6091029644012451
46,8,7793,5.002,6379367967,2779367967,-7,4.854959964752197,1.038154721260071,-0.609590470790863
51,9,7793,5.008,6379367970,2779367970,9,4.83699369430542,1.034312844276428,0.7834237813949585
87,10,7794,4.99,6379367972,2779367972,-5,4.861298084259033,1.038622736930847,-0.4349071681499481
57,11,7795,5.074,6379367974,2779367974,11,4.871028900146484,1.039812803268433,0.96816486120224
52,12,7796,4.97,6379367977,2779367977,-3,4.854009628295898,1.035293936729431,-0.2601096928119659
54,13,7797,5.104,6379367979,2779367979,13,4.863966941833496,1.036530137062073,1.148150205612183
61,14,7798,4.966,6379367981,2779367981,-1,4.856380462646484,1.034027457237244,-0.08666864782571793
51,15,7798,5.142,6379367984,2779367984,15,4.857893466949463,1.03434956073761,1.330847501754761
9,0,7806,4.916,6379368004,2779368004,-15,4.645756721496582,0.9824023842811584,-1.272354483604431
56,1,7807,4.954,6379368007,2779368007,1,4.846259593963623,1.023917555809021,0.08645921945571899
48,2,7808,5.098,6379368009,2779368009,-13,4.860227584838867,1.025982618331909,-1.146800518035889
63,3,7809,4.966,6379368011,2779368011,3,4.852437496185303,1.023453593254089,0.2599003612995148
55,4,7809,5.054,6379368014,2779368014,-11,4.854345321655273,1.023855924606323,-0.9643486738204956
69,5,7810,4.974,6379368016,2779368016,5,4.848582744598389,1.021756649017334,0.4335126578807831
56,6,7811,5.02,6379368018,2779368018,-9,4.85181713104248,1.021553874015808,-0.7853010296821594
55,7,7812,5,6379368020,2779368020,7,4.856433391571045,1.021640658378601,0.6093466877937317
46,8,7813,5.002,6379368023,2779368023,-7,4.858554363250732,1.021201372146606,-0.609590470790863
52,9,7814,5.01,6379368025,2779368025,9,4.842685222625732,1.016983389854431,0.7837366461753845
85,10,7814,4.984,6379368027,2779368027,-5,4.859044551849365,1.020418882369995,-0.4343842267990112
56,11,7815,5.068000000000001,6379368030,2779368030,11,4.8688645362854,1.021593928337097,0.9670199751853943
58,12,7816,4.982,6379368032,2779368032,-3,4.869322299957275,1.020802736282349,-0.2607377469539642
54,13,7817,5.096,6379368034,2779368034,13,4.859925746917725,1.017947435379028,1.146350622177124
61,14,7818,4.958,6379368037,2779368037,-1,4.852131366729736,1.015430808067322,-0.08652903139591217
48,15,7819,5.114,6379368039,2779368039,15,4.835178375244141,1.01100218296051,1.323600649833679
9,0,7826,4.92,6379368060,2779368060,-15,4.65294075012207,0.9669658541679382,-1.27338969707489
55,1,7827,4.944,6379368062,2779368062,1,4.840014457702637,1.004962086677551,0.08628469705581665
45,2,7828,5.078,6379368064,2779368064,-13,4.844698429107666,1.00505256652832,-1.142301440238953
63,3,7828,4.966,6379368067,2779368067,3,4.855804920196533,1.007356643676758,0.2599003612995148
53,4,7829,5.052,6379368069,2779368069,-11,4.855967044830322,1.006506323814392,-0.9639670252799988
69,5,7830,4.978,6379368071,2779368071,5,4.856021881103516,1.00563383102417,0.4338612854480743
55,6,7831,4.994,6379368073,2779368073,-9,4.830206394195557,0.999408483505249,-0.7812337279319763
54,7,7832,4.978,6379368076,2779368076,7,4.838586330413818,1.000261783599854,0.6066656112670898
48,8,7833,5.004,6379368078,2779368078,-7,4.864033699035645,1.004637241363525,-0.6098341941833496
52,9,7834,4.998,6379368080,2779368080,9,4.834598064422607,0.9976776838302612,0.7818594574928284
81,10,7834,4.97,6379368083,2779368083,-5,4.848917484283447,1.000632762908936,-0.4331640303134918
60,11,7835,5.054,6379368085,2779368085,11,4.858941078186035,1.001817107200623,0.9643486738204956
57,12,7836,4.964,6379368087,2779368087,-3,4.855250358581543,1.000172734260559,-0.2597956955432892
55,13,7837,5.100000000000001,6379368090,2779368090,13,4.86726713180542,1.001762628555298,1.147250413894653
63,14,7838,4.958,6379368092,2779368092,-1,4.855646133422852,0.9984874725341797,-0.08652903139591217
51,15,7838,5.134,6379368094,2779368094,15,4.85742712020874,0.9988537430763245,1.328776955604553
9,0,7846,4.928,6379368115,2779368115,-15,4.663858890533447,0.9522640109062195,-1.275460243225098
55,1,7847,4.95,6379368117,2779368117,1,4.849371433258057,0.9892602562904358,0.08638941496610641
45,2,7848,5.066,6379368119,2779368119,-13,4.836719989776611,0.9858001470565796,-1.139602065086365
64,3,7848,4.96,6379368122,2779368122,3,4.853420257568359,0.9892039895057678,0.2595863342285156
55,4,7849,5.05,6379368124,2779368124,-11,4.857527256011963,0.9891579747200012,-0.9635854363441467
69,5,7850,4.97,6379368126,2779368126,5,4.851693153381348,0.987088143825531,0.4331640303134918
49,6,7851,4.998,6379368129,2779368129,-9,4.837536811828613,0.9833288192749023,-0.7818594574928284
54,7,7852,4.964,6379368131,2779368131,7,4.828430652618408,0.9806002378463745,0.6049594283103943
49,8,7853,4.998,6379368133,2779368133,-7,4.861674308776855,0.9864681959152222,-0.6091029644012451
51,9,7854,5.008,6379368136,2779368136,9,4.847731113433838,0.982758104801178,0.7834237813949585
85,10,7854,4.976,6379368138,2779368138,-5,4.85823917388916,0.9848883152008057,-0.4336869716644287
57,11,7855,5.05,6379368140,2779368140,11,4.858560085296631,0.9840706586837769,0.9635854363441467
57,12,7856,4.952,6379368143,2779368143,-3,4.846966743469238,0.9808418154716492,-0.2591676414012909
55,13,7857,5.084000000000001,6379368145,2779368145,13,4.855453491210938,0.9816771149635315,1.143651127815247
63,14,7858,4.962,6379368147,2779368147,-1,4.863022327423096,0.982323944568634,-0.08659884333610535
49,15,7858,5.128,6379368149,2779368149,15,4.855203628540039,0.9807445406913757,1.327224016189575
9,0,7866,4.928,6379368170,2779368170,-15,4.667154312133789,0.9359782934188843,-1.275460243225098
55,1,7867,4.94,6379368172,2779368172,1,4.842991352081299,0.9703624248504639,0.08621488511562347
43,2,7868,5.056,6379368175,2779368175,-13,4.830577373504639,0.966998279094696,-1.137352585792542
63,3,7869,4.938,6379368177,2779368177,3,4.835470199584961,0.9670999646186829,0.2584349513053894
58,4,7869,5.042,6379368179,2779368179,-11,4.853250026702881,0.9706559181213379,-0.962058961391449
67,5,7870,4.978,6379368182,2779368182,5,4.862924098968506,0.9717081189155579,0.4338612854480743
38,6,7871,5.004,6379368184,2779368184,-9,4.84675121307373,0.9675968289375305,-0.7827980518341064
54,7,7872,4.966,6379368186,2779368186,7,4.833770751953125,0.9641281962394714,0.6052031517028809
48,8,7873,4.98,6379368189,2779368189,-7,4.847567081451416,0.9660001993179321,-0.6069093346595764
53,9,7873,4.994,6379368191,2779368191,9,4.83740234375,0.96397465467453,0.7812337279319763
85,10,7874,4.976,6379368193,2779368193,-5,4.861647129058838,0.9679238796234131,-0.4336869716644287
57,11,7875,5.046,6379368196,2779368196,11,4.858114719390869,0.966339111328125,0.9628221988677979
55,12,7876,4.956,6379368198,2779368198,-3,4.854278564453125,0.9646953344345093,-0.2593770027160645
55,13,7877,5.076000000000001,6379368200,2779368200,13,4.851204872131348,0.9632043838500977,1.141851544380188
63,14,7878,4.95,6379368202,2779368202,-1,4.854652404785156,0.9630082845687866,-0.08638941496610641
51,15,7879,5.13,6379368205,2779368205,15,4.860660552978516,0.9633182883262634,1.327741742134094
9,0,7886,4.916,6379368225,2779368225,-15,4.65902042388916,0.917441725730896,-1.272354483604431
56,1,7887,4.938,6379368228,2779368228,1,4.844386577606201,0.9530653357505798,0.08617998659610748
48,2,7888,5.066,6379368230,2779368230,-13,4.843484401702881,0.9520097374916077,-1.139602065086365
63,3,7888,4.942,6379368232,2779368232,3,4.842570304870605,0.9518300890922546,0.2586442828178406
58,4,7889,5.03,6379368235,2779368235,-11,4.845049858093262,0.9514391422271729,-0.9597692489624023
70,5,7890,4.96,6379368237,2779368237,5,4.848690509796143,0.9512752294540405,0.4322924911975861
42,6,7891,5.022,6379368239,2779368239,-9,4.867546081542969,0.9540923237800598,-0.7856138944625854
54,7,7892,4.964,6379368242,2779368242,7,4.835158824920654,0.946867823600769,0.6049594283103943
49,8,7893,4.982,6379368244,2779368244,-7,4.85285758972168,0.9494543075561523,-0.607153058052063
